Temperature,RH,WS,WD,AP,year,month,day,hour,day_of_year,target_temperature
-19.12,43.75,2.89,184.52,996.0,2013,3,26,17,85,-19.66
-19.66,45.2,3.37,179.59,996.0,2013,3,26,18,85,-19.53
-19.53,45.04,3.17,172.0,996.0,2013,3,26,19,85,-19.87
-19.87,44.93,3.44,175.12,996.0,2013,3,26,20,85,-19.92
-19.92,44.21,4.42,172.37,996.0,2013,3,26,21,85,-19.92
-19.92,44.7,5.38,175.4,996.07,2013,3,26,22,85,-19.68
-19.68,42.22,5.79,171.37,996.2,2013,3,27,0,86,-19.83
-19.83,43.87,7.53,175.07,996.0,2013,3,27,1,86,-20.07
-20.07,43.85,8.25,174.85,996.0,2013,3,27,2,86,-20.31
-20.31,44.04,7.35,176.03,996.0,2013,3,27,3,86,-20.64
-20.64,44.73,8.68,175.81,996.0,2013,3,27,4,86,-20.55
-20.55,44.31,8.53,176.76,996.0,2013,3,27,5,86,-20.61
-20.61,43.59,7.17,177.58,996.0,2013,3,27,6,86,-21.14
-21.14,44.49,6.73,180.46,996.0,2013,3,27,8,86,-21.22
-21.22,44.33,8.4,176.03,995.48,2013,3,27,9,86,-21.17
-21.17,43.43,8.02,176.78,995.0,2013,3,27,10,86,-20.94
-20.94,41.56,7.05,176.1,995.27,2013,3,27,11,86,-21.21
-21.21,42.93,7.26,178.79,994.98,2013,3,27,12,86,-21.31
-21.31,43.68,8.1,176.17,994.02,2013,3,27,13,86,-21.2
-21.2,42.51,8.63,175.51,993.98,2013,3,27,14,86,-21.3
-21.3,43.51,9.07,174.93,993.03,2013,3,27,16,86,-21.28
-21.28,43.64,8.45,173.5,993.0,2013,3,27,17,86,-21.11
-21.11,43.21,7.89,173.07,992.32,2013,3,27,18,86,-20.72
-20.72,41.11,8.11,169.06,991.97,2013,3,27,19,86,-20.89
-20.89,43.4,8.79,164.62,991.02,2013,3,27,20,86,-21.07
-21.07,44.96,8.37,163.8,990.53,2013,3,27,21,86,-20.9
-20.9,43.4,8.62,169.75,990.0,2013,3,27,23,86,-21.14
-21.14,45.39,7.99,168.25,989.8,2013,3,28,0,87,-21.24
-21.24,48.0,7.18,168.06,989.0,2013,3,28,1,87,-21.07
-21.07,48.54,7.57,162.32,988.68,2013,3,28,2,87,-21.15
-21.15,50.26,7.43,166.53,988.0,2013,3,28,3,87,-21.08
-21.08,49.78,7.12,167.78,987.43,2013,3,28,4,87,-20.92
-20.92,50.07,7.18,163.5,987.0,2013,3,28,5,87,-20.78
-20.78,49.56,7.05,163.77,986.15,2013,3,28,7,87,-20.74
-20.74,49.68,5.17,161.19,986.0,2013,3,28,8,87,-20.75
-20.75,49.68,5.05,164.25,985.17,2013,3,28,9,87,-20.76
-20.76,48.73,4.91,164.59,984.72,2013,3,28,10,87,-20.74
-20.74,48.01,4.72,169.57,984.08,2013,3,28,11,87,-20.44
-20.44,46.89,5.05,169.82,984.0,2013,3,28,12,87,-20.54
-20.54,47.52,4.81,169.12,983.82,2013,3,28,13,87,-20.65
-20.65,48.34,4.11,170.9,983.77,2013,3,28,15,87,-20.47
-20.47,50.0,4.58,161.37,984.0,2013,3,28,16,87,-20.41
-20.41,49.5,5.03,171.01,983.72,2013,3,28,17,87,-20.57
-20.57,49.22,4.74,172.89,984.0,2013,3,28,18,87,-20.52
-20.52,49.16,3.76,169.57,984.0,2013,3,28,19,87,-20.13
-20.13,48.57,4.95,175.2,984.0,2013,3,28,20,87,-20.0
-20.0,49.33,4.87,172.26,984.0,2013,3,28,22,87,-19.97
-19.97,49.99,5.3,171.62,984.0,2013,3,28,23,87,-19.79
-19.79,50.13,5.05,170.57,984.0,2013,3,29,0,88,-19.47
-19.47,51.43,4.94,168.79,984.0,2013,3,29,1,88,-18.95
-18.95,53.08,4.31,168.6,984.0,2013,3,29,2,88,-18.75
-18.75,55.18,3.83,166.73,984.02,2013,3,29,3,88,-18.5
-18.5,50.82,5.68,168.76,984.97,2013,3,29,4,88,-18.43
-18.43,49.77,8.45,173.09,985.0,2013,3,29,6,88,-17.83
-17.83,49.6,8.06,174.3,985.0,2013,3,29,7,88,-17.32
-17.32,50.2,8.42,174.27,985.0,2013,3,29,8,88,-16.62
-16.62,50.22,9.02,173.41,985.0,2013,3,29,9,88,-16.11
-16.11,51.4,10.23,171.55,985.18,2013,3,29,10,88,-15.97
-15.97,53.45,11.95,175.11,986.0,2013,3,29,11,88,-15.73
-15.73,53.54,11.6,175.47,986.0,2013,3,29,12,88,-15.71
-15.71,51.71,12.47,174.64,986.45,2013,3,29,14,88,-15.85
-15.85,52.46,13.39,172.52,986.95,2013,3,29,15,88,-15.39
-15.39,50.35,9.66,169.76,987.48,2013,3,29,16,88,-15.97
-15.97,53.56,12.35,174.67,988.0,2013,3,29,17,88,-16.87
-16.87,54.55,14.08,170.98,988.0,2013,3,29,18,88,-17.1
-17.1,56.24,13.94,173.43,988.3,2013,3,29,19,88,-17.35
-17.35,57.35,13.68,176.09,988.83,2013,3,29,21,88,-17.24
-17.24,55.22,13.62,172.13,989.0,2013,3,29,22,88,-17.28
-17.28,53.87,13.15,175.21,989.0,2013,3,29,23,88,-17.33
-17.33,52.87,14.11,175.73,989.0,2013,3,30,0,89,-17.07
-17.07,50.58,12.96,172.77,989.0,2013,3,30,1,89,-17.15
-17.15,49.5,13.19,174.61,989.0,2013,3,30,2,89,-17.0
-17.0,47.45,12.56,172.94,988.68,2013,3,30,3,89,-16.96
-16.96,46.31,10.97,175.01,988.23,2013,3,30,5,89,-16.71
-16.71,44.22,9.13,174.71,988.07,2013,3,30,6,89,-16.54
-16.54,41.86,7.55,173.31,988.0,2013,3,30,7,89,-16.88
-16.88,43.31,6.87,166.04,987.87,2013,3,30,8,89,-16.87
-16.87,41.88,6.49,173.51,987.0,2013,3,30,9,89,-17.03
-17.03,41.92,5.37,173.89,986.33,2013,3,30,10,89,-17.12
-17.12,41.89,6.95,175.02,985.88,2013,3,30,11,89,-17.09
-17.09,40.88,7.52,165.2,985.02,2013,3,30,13,89,-17.43
-17.43,41.01,5.1,172.27,984.77,2013,3,30,14,89,-18.17
-18.17,42.61,3.42,204.57,984.0,2013,3,30,15,89,-18.45
-18.45,42.7,3.17,181.75,983.93,2013,3,30,16,89,-18.8
-18.8,43.45,3.38,182.94,983.0,2013,3,30,17,89,-19.07
-19.07,42.84,0.93,202.73,982.83,2013,3,30,18,89,-19.3
-19.3,41.5,2.02,202.1,981.77,2013,3,30,20,89,-20.06
-20.06,41.53,2.57,195.97,981.0,2013,3,30,21,89,-20.21
-20.21,42.54,2.77,191.96,980.57,2013,3,30,22,89,-20.54
-20.54,43.68,4.04,174.76,980.0,2013,3,30,23,89,-20.78
-20.78,43.58,4.22,178.54,979.47,2013,3,31,0,90,-21.08
-21.08,44.65,5.75,181.81,979.02,2013,3,31,1,90,-21.12
-21.12,47.25,6.52,182.55,979.0,2013,3,31,2,90,-21.22
-21.22,47.72,8.03,177.81,979.0,2013,3,31,4,90,-21.01
-21.01,46.85,9.18,171.78,979.0,2013,3,31,5,90,-21.48
-21.48,47.85,10.43,175.84,979.0,2013,3,31,6,90,-21.46
-21.46,49.7,10.17,174.74,979.28,2013,3,31,7,90,-21.53
-21.53,49.06,10.16,173.26,979.92,2013,3,31,8,90,-21.51
-21.51,47.23,10.75,175.55,980.32,2013,3,31,9,90,-21.48
-21.48,47.53,10.85,174.38,981.0,2013,3,31,10,90,-21.75
-21.75,46.49,10.46,173.9,981.73,2013,3,31,12,90,-21.87
-21.87,45.95,8.67,175.0,982.27,2013,3,31,13,90,-22.74
-22.74,43.74,10.44,174.1,983.0,2013,3,31,14,90,-22.77
-22.77,44.85,9.71,171.85,983.43,2013,3,31,15,90,-22.9
-22.9,44.28,10.02,170.74,984.0,2013,3,31,16,90,-22.77
-22.77,41.57,9.52,171.94,984.93,2013,3,31,17,90,-22.85
-22.85,40.87,8.6,172.12,985.3,2013,3,31,19,90,-22.96
-22.96,40.64,8.22,172.38,986.0,2013,3,31,20,90,-22.96
-22.96,38.89,9.54,173.69,986.65,2013,3,31,21,90,-23.13
-23.13,39.86,10.89,171.5,987.0,2013,3,31,22,90,-23.14
-23.14,41.42,11.01,170.32,987.07,2013,3,31,23,90,-23.25
-23.25,42.46,10.74,169.52,988.0,2013,4,1,0,91,-23.31
-23.31,45.09,10.65,174.18,988.32,2013,4,1,1,91,-23.44
-23.44,47.15,12.04,175.17,989.0,2013,4,1,3,91,-23.43
-23.43,47.21,11.26,175.05,989.0,2013,4,1,4,91,-23.3
-23.3,43.9,9.96,172.47,989.72,2013,4,1,5,91,-23.06
-23.06,40.21,8.78,168.62,990.0,2013,4,1,6,91,-23.08
-23.08,41.1,8.26,169.99,990.47,2013,4,1,7,91,-23.05
-23.05,40.42,8.44,170.71,991.0,2013,4,1,8,91,-23.14
-23.14,40.33,9.06,167.5,990.98,2013,4,1,9,91,-23.14
-23.14,41.97,8.97,172.58,991.0,2013,4,1,11,91,-23.2
-23.2,44.45,9.19,174.21,991.0,2013,4,1,12,91,-22.94
-22.94,45.61,8.47,173.97,991.0,2013,4,1,13,91,-22.68
-22.68,44.03,8.09,170.6,991.0,2013,4,1,14,91,-22.04
-22.04,44.88,6.72,169.18,991.0,2013,4,1,15,91,-22.02
-22.02,43.62,7.52,170.83,991.4,2013,4,1,16,91,-21.87
-21.87,44.5,7.38,169.75,991.95,2013,4,1,18,91,-21.69
-21.69,45.32,7.42,172.63,991.6,2013,4,1,19,91,-21.22
-21.22,45.17,6.66,169.28,991.0,2013,4,1,20,91,-20.96
-20.96,44.4,6.45,170.27,991.22,2013,4,1,21,91,-20.77
-20.77,43.79,6.11,172.28,992.0,2013,4,1,22,91,-20.54
-20.54,44.77,5.43,168.59,992.0,2013,4,1,23,91,-20.42
-20.42,41.47,5.86,167.62,992.0,2013,4,2,0,92,-20.64
-20.64,43.9,4.78,170.68,991.87,2013,4,2,2,92,-20.35
-20.35,50.17,2.1,171.16,992.27,2013,4,2,3,92,-20.33
-20.33,50.23,0.56,195.49,993.0,2013,4,2,4,92,-20.49
-20.49,45.42,1.73,197.82,993.0,2013,4,2,5,92,-20.78
-20.78,47.52,3.79,174.94,992.98,2013,4,2,6,92,-20.91
-20.91,54.18,2.85,173.51,993.0,2013,4,2,7,92,-21.17
-21.17,56.51,2.12,190.66,993.0,2013,4,2,8,92,-21.38
-21.38,53.39,2.84,185.44,993.42,2013,4,2,10,92,-21.79
-21.79,51.13,2.88,188.37,994.0,2013,4,2,11,92,-22.01
-22.01,47.66,2.73,193.63,994.02,2013,4,2,12,92,-22.09
-22.09,43.5,2.44,192.2,994.95,2013,4,2,13,92,-21.9
-21.9,43.38,1.72,206.88,995.0,2013,4,2,14,92,-21.88
-21.88,45.48,2.17,197.57,995.35,2013,4,2,15,92,-22.06
-22.06,47.19,2.39,193.53,996.0,2013,4,2,17,92,-22.83
-22.83,44.23,2.84,196.77,996.0,2013,4,2,18,92,-23.25
-23.25,43.77,3.03,193.46,996.7,2013,4,2,19,92,-23.29
-23.29,43.17,3.4,191.46,997.0,2013,4,2,20,92,-23.36
-23.36,41.0,3.47,188.59,997.75,2013,4,2,21,92,-23.93
-23.93,43.54,3.26,189.12,998.0,2013,4,2,22,92,-23.73
-23.73,40.8,4.16,188.67,998.0,2013,4,2,23,92,-23.75
-23.75,42.13,3.82,189.16,998.72,2013,4,3,1,93,-23.55
-23.55,40.43,3.99,186.65,998.9,2013,4,3,2,93,-23.68
-23.68,40.55,3.61,190.82,999.0,2013,4,3,3,93,-23.44
-23.44,38.16,4.2,193.21,999.0,2013,4,3,4,93,-23.54
-23.54,39.67,3.68,191.24,999.0,2013,4,3,5,93,-23.18
-23.18,40.35,2.79,195.15,999.0,2013,4,3,6,93,-23.2
-23.2,42.17,1.97,199.28,999.0,2013,4,3,7,93,-23.0
-23.0,42.15,1.08,193.53,998.87,2013,4,3,9,93,-22.79
-22.79,41.94,1.09,194.95,998.0,2013,4,3,10,93,-22.77
-22.77,41.51,0.89,258.59,997.95,2013,4,3,11,93,-22.87
-22.87,43.06,0.91,209.92,997.0,2013,4,3,12,93,-22.55
-22.55,41.56,0.32,276.32,996.65,2013,4,3,13,93,-22.37
-22.37,40.02,0.44,263.57,996.0,2013,4,3,14,93,-21.8
-21.8,36.64,1.04,233.37,995.9,2013,4,3,16,93,-22.12
-22.12,39.1,0.63,253.58,995.0,2013,4,3,17,93,-22.53
-22.53,42.66,0.82,250.31,994.32,2013,4,3,18,93,-22.26
-22.26,43.27,2.1,210.78,994.0,2013,4,3,19,93,-22.63
-22.63,44.98,0.55,171.09,993.88,2013,4,3,20,93,-23.22
-23.22,48.62,0.04,237.32,993.05,2013,4,3,21,93,-22.41
-22.41,46.98,0.23,261.43,993.0,2013,4,3,22,93,-22.39
-22.39,46.77,0.16,301.12,992.02,2013,4,4,0,94,-23.06
-23.06,50.46,0.06,217.98,991.58,2013,4,4,1,94,-22.38
-22.38,48.88,0.07,280.18,991.0,2013,4,4,2,94,-21.98
-21.98,48.13,0.23,169.18,990.97,2013,4,4,3,94,-21.82
-21.82,48.25,0.61,191.73,989.97,2013,4,4,4,94,-21.73
-21.73,47.92,0.78,261.38,989.3,2013,4,4,5,94,-21.38
-21.38,48.74,0.26,186.77,989.0,2013,4,4,6,94,-20.79
-20.79,47.27,0.39,211.64,989.0,2013,4,4,8,94,-21.17
-21.17,51.65,0.19,282.18,988.07,2013,4,4,9,94,-21.58
-21.58,61.92,0.0,343.35,988.0,2013,4,4,10,94,-21.41
-21.41,61.34,0.02,328.19,988.0,2013,4,4,11,94,-21.2
-21.2,61.52,0.05,246.56,988.0,2013,4,4,12,94,-21.1
-21.1,67.86,0.54,261.18,988.0,2013,4,4,13,94,-20.86
-20.86,71.97,0.97,165.24,988.0,2013,4,4,15,94,-20.48
-20.48,74.91,0.77,96.05,988.0,2013,4,4,16,94,-20.46
-20.46,75.76,1.12,175.06,988.0,2013,4,4,17,94,-19.96
-19.96,75.81,1.53,186.59,988.67,2013,4,4,18,94,-19.65
-19.65,75.2,1.04,160.3,989.0,2013,4,4,19,94,-19.25
-19.25,72.53,2.4,170.48,989.0,2013,4,4,20,94,-19.08
-19.08,70.0,0.89,182.91,988.83,2013,4,4,21,94,-18.86
-18.86,67.52,1.04,222.74,988.0,2013,4,4,23,94,-18.63
-18.63,65.42,0.3,271.68,988.0,2013,4,5,0,95,-17.99
-17.99,63.96,0.94,245.23,988.0,2013,4,5,1,95,-17.21
-17.21,66.19,1.68,164.94,988.0,2013,4,5,2,95,-15.68
-15.68,65.42,3.38,168.56,987.27,2013,4,5,3,95,-15.54
-15.54,66.05,2.34,191.93,987.0,2013,4,5,4,95,-15.18
-15.18,65.46,1.62,267.24,987.0,2013,4,5,5,95,-15.62
-15.62,68.94,3.37,304.52,986.63,2013,4,5,7,95,-15.2
-15.2,66.22,3.36,304.11,985.75,2013,4,5,8,95,-14.5
-14.5,66.59,3.2,289.42,984.88,2013,4,5,9,95,-12.35
-12.35,76.55,1.33,270.81,984.0,2013,4,5,10,95,-11.28
-11.28,79.83,0.95,243.62,983.58,2013,4,5,11,95,-10.94
-10.94,81.54,1.57,220.7,983.0,2013,4,5,12,95,-10.27
-10.27,85.77,2.37,197.43,982.0,2013,4,5,14,95,-9.48
-9.48,88.3,3.67,168.15,981.6,2013,4,5,15,95,-9.37
-9.37,89.4,3.24,172.16,981.0,2013,4,5,16,95,-9.26
-9.26,89.81,2.44,173.12,981.0,2013,4,5,17,95,-9.18
-9.18,89.92,1.71,194.3,980.77,2013,4,5,18,95,-9.04
-9.04,89.83,1.61,210.42,980.0,2013,4,5,19,95,-8.95
-8.95,89.61,1.47,275.13,979.58,2013,4,5,20,95,-8.72
-8.72,89.98,1.34,275.02,978.62,2013,4,5,22,95,-8.24
-8.24,90.57,1.61,204.15,977.97,2013,4,5,23,95,-7.62
-7.62,91.25,2.25,186.56,977.17,2013,4,6,0,96,-7.57
-7.57,91.32,1.53,218.41,976.67,2013,4,6,1,96,-6.81
-6.81,91.84,4.08,175.61,975.72,2013,4,6,2,96,-6.38
-6.38,92.34,6.32,163.5,974.83,2013,4,6,3,96,-6.36
-6.36,92.32,6.51,159.92,974.0,2013,4,6,4,96,-6.52
-6.52,92.3,5.26,166.57,973.97,2013,4,6,6,96,-6.64
-6.64,92.29,5.41,172.4,973.0,2013,4,6,7,96,-6.76
-6.76,92.25,4.37,171.81,972.72,2013,4,6,8,96,-6.78
-6.78,92.2,5.11,162.95,972.0,2013,4,6,9,96,-6.95
-6.95,92.19,4.98,154.46,972.0,2013,4,6,10,96,-6.99
-6.99,92.11,4.94,153.04,972.0,2013,4,6,11,96,-6.98
-6.98,92.09,2.28,181.41,972.0,2013,4,6,13,96,-6.72
-6.72,92.23,3.04,160.91,972.0,2013,4,6,14,96,-6.69
-6.69,92.3,3.97,161.47,972.0,2013,4,6,15,96,-6.64
-6.64,92.21,3.66,175.33,971.35,2013,4,6,16,96,-6.84
-6.84,91.15,1.47,120.38,971.0,2013,4,6,17,96,-7.31
-7.31,90.09,0.58,131.48,971.58,2013,4,6,18,96,-7.57
-7.57,89.33,2.08,286.96,971.0,2013,4,6,19,96,-7.45
-7.45,89.24,3.69,307.31,970.63,2013,4,6,21,96,-6.67
-6.67,89.03,2.71,254.62,970.0,2013,4,6,22,96,-5.36
-5.36,91.1,4.67,172.5,969.32,2013,4,6,23,96,-5.08
-5.08,92.5,5.78,163.43,969.0,2013,4,7,0,97,-4.9
-4.9,93.38,4.8,162.27,969.08,2013,4,7,1,97,-4.59
-4.59,93.9,4.96,167.56,969.73,2013,4,7,2,97,-4.41
-4.41,94.1,5.05,163.44,970.0,2013,4,7,3,97,-4.6
-4.6,93.9,4.97,138.09,970.0,2013,4,7,5,97,-4.82
-4.82,93.12,4.49,128.65,970.0,2013,4,7,6,97,-4.7
-4.7,92.3,4.85,134.36,970.4,2013,4,7,7,97,-4.65
-4.65,89.67,8.8,141.37,970.07,2013,4,7,8,97,-4.93
-4.93,90.45,13.79,149.11,969.67,2013,4,7,9,97,-5.19
-5.19,88.74,12.47,155.5,970.0,2013,4,7,10,97,-5.46
-5.46,89.81,13.01,148.25,970.17,2013,4,7,12,97,-6.28
-6.28,92.82,18.34,144.9,971.23,2013,4,7,13,97,-6.51
-6.51,92.15,20.7,148.08,973.48,2013,4,7,14,97,-6.57
-6.57,91.84,20.13,145.87,975.43,2013,4,7,15,97,-6.53
-6.53,91.8,17.54,146.93,977.45,2013,4,7,16,97,-6.59
-6.59,91.49,16.32,140.34,979.45,2013,4,7,17,97,-6.61
-6.61,90.5,15.28,139.91,981.5,2013,4,7,18,97,-6.67
-6.67,89.51,14.47,140.12,983.28,2013,4,7,20,97,-6.67
-6.67,88.45,13.96,139.56,984.57,2013,4,7,21,97,-6.79
-6.79,87.32,13.2,139.83,985.73,2013,4,7,22,97,-7.0
-7.0,82.64,10.77,134.48,987.32,2013,4,7,23,97,-7.47
-7.47,86.12,11.62,138.92,988.22,2013,4,8,0,98,-7.7
-7.7,89.44,11.41,141.28,989.5,2013,4,8,1,98,-7.72
-7.72,87.0,10.53,145.1,990.65,2013,4,8,2,98,-7.9
-7.9,88.8,8.2,149.66,991.5,2013,4,8,4,98,-8.19
-8.19,89.86,4.94,162.15,992.0,2013,4,8,5,98,-8.19
-8.19,89.93,3.66,164.65,992.5,2013,4,8,6,98,-8.05
-8.05,87.17,2.34,182.28,993.0,2013,4,8,7,98,-8.09
-8.09,83.74,1.39,267.18,993.1,2013,4,8,8,98,-7.83
-7.83,80.85,1.2,233.12,994.0,2013,4,8,9,98,-8.45
-8.45,82.39,1.87,273.88,994.0,2013,4,8,11,98,-8.03
-8.03,78.73,1.86,269.23,994.0,2013,4,8,12,98,-8.14
-8.14,79.2,1.3,257.42,994.0,2013,4,8,13,98,-8.38
-8.38,84.45,1.31,217.54,994.0,2013,4,8,14,98,-8.74
-8.74,84.45,1.26,213.83,993.77,2013,4,8,15,98,-8.74
-8.74,82.78,0.88,272.98,993.02,2013,4,8,16,98,-9.11
-9.11,84.28,0.48,226.25,993.02,2013,4,8,17,98,-9.05
-9.05,87.56,0.52,240.1,993.25,2013,4,8,19,98,-8.97
-8.97,88.92,1.45,165.44,993.0,2013,4,8,20,98,-8.91
-8.91,89.36,2.86,170.0,993.0,2013,4,8,21,98,-8.83
-8.83,90.07,2.8,192.14,993.0,2013,4,8,22,98,-8.21
-8.21,88.43,5.27,172.99,992.85,2013,4,8,23,98,-8.36
-8.36,88.25,4.95,169.4,992.32,2013,4,9,0,99,-8.45
-8.45,89.02,4.18,175.46,992.0,2013,4,9,1,99,-8.55
-8.55,88.96,3.28,169.84,991.9,2013,4,9,3,99,-8.76
-8.76,89.08,2.23,194.16,991.0,2013,4,9,4,99,-8.69
-8.69,85.53,1.5,264.77,990.28,2013,4,9,5,99,-9.2
-9.2,85.59,2.24,286.36,990.0,2013,4,9,6,99,-9.36
-9.36,87.22,3.19,296.67,989.22,2013,4,9,7,99,-8.69
-8.69,81.54,2.62,267.16,989.0,2013,4,9,8,99,-6.94
-6.94,68.25,4.64,179.09,988.0,2013,4,9,10,99,-6.06
-6.06,65.89,5.8,169.3,988.0,2013,4,9,11,99,-5.76
-5.76,63.11,6.08,166.5,987.57,2013,4,9,12,99,-5.82
-5.82,64.8,5.8,162.65,987.0,2013,4,9,13,99,-5.77
-5.77,59.78,5.6,165.76,987.0,2013,4,9,14,99,-5.87
-5.87,59.68,5.1,160.03,986.88,2013,4,9,15,99,-5.74
-5.74,64.72,8.39,165.91,986.0,2013,4,9,16,99,-5.41
-5.41,59.69,8.66,166.91,986.0,2013,4,9,18,99,-5.33
-5.33,59.17,8.86,167.3,986.0,2013,4,9,19,99,-5.32
-5.32,59.98,8.46,159.72,986.0,2013,4,9,20,99,-4.77
-4.77,58.25,8.66,159.48,985.88,2013,4,9,21,99,-4.96
-4.96,59.12,7.23,162.19,985.0,2013,4,9,22,99,-5.0
-5.0,58.8,6.16,168.55,985.0,2013,4,9,23,99,-5.32
-5.32,63.83,8.59,161.51,985.0,2013,4,10,0,100,-5.34
-5.34,61.77,7.68,161.1,985.0,2013,4,10,2,100,-5.27
-5.27,59.99,8.72,160.84,985.45,2013,4,10,3,100,-5.54
-5.54,64.44,10.08,162.25,985.93,2013,4,10,4,100,-5.92
-5.92,65.1,8.44,164.97,986.28,2013,4,10,5,100,-6.29
-6.29,64.52,6.8,162.99,987.0,2013,4,10,6,100,-6.33
-6.33,59.14,3.7,176.43,987.7,2013,4,10,7,100,-6.58
-6.58,55.62,4.72,178.43,988.0,2013,4,10,9,100,-6.88
-6.88,54.11,8.03,173.57,988.0,2013,4,10,10,100,-7.12
-7.12,53.3,7.34,171.92,988.0,2013,4,10,11,100,-7.39
-7.39,52.29,7.43,171.64,988.05,2013,4,10,12,100,-7.89
-7.89,50.5,8.05,172.09,988.32,2013,4,10,13,100,-8.36
-8.36,50.66,7.27,169.59,988.13,2013,4,10,14,100,-8.93
-8.93,51.17,7.08,170.75,988.23,2013,4,10,15,100,-9.87
-9.87,56.23,9.1,172.28,988.0,2013,4,10,17,100,-10.52
-10.52,58.66,10.16,171.54,988.0,2013,4,10,18,100,-10.57
-10.57,55.01,9.17,172.08,988.0,2013,4,10,19,100,-11.1
-11.1,56.69,9.73,172.94,988.0,2013,4,10,20,100,-11.04
-11.04,53.6,7.83,171.91,988.0,2013,4,10,21,100,-11.05
-11.05,50.66,8.37,173.93,988.0,2013,4,10,22,100,-11.16
-11.16,49.51,8.05,172.71,988.0,2013,4,10,23,100,-11.63
-11.63,50.74,8.18,174.95,988.0,2013,4,11,1,101,-11.35
-11.35,46.75,8.38,171.92,988.0,2013,4,11,2,101,-11.43
-11.43,46.51,8.57,171.3,988.0,2013,4,11,3,101,-11.61
-11.61,46.22,8.44,172.12,988.0,2013,4,11,4,101,-11.98
-11.98,46.17,6.87,175.41,988.0,2013,4,11,5,101,-12.2
-12.2,45.33,7.2,167.95,988.0,2013,4,11,6,101,-12.56
-12.56,45.54,7.31,169.97,987.55,2013,4,11,8,101,-13.19
-13.19,46.98,6.63,169.03,987.45,2013,4,11,9,101,-13.39
-13.39,45.5,5.99,169.67,987.0,2013,4,11,10,101,-13.92
-13.92,44.05,4.76,179.87,987.0,2013,4,11,11,101,-14.92
-14.92,45.21,4.52,188.5,987.0,2013,4,11,12,101,-15.59
-15.59,49.38,5.91,184.29,987.0,2013,4,11,13,101,-15.49
-15.49,47.75,6.68,181.29,986.8,2013,4,11,14,101,-16.04
-16.04,46.47,6.08,188.06,986.87,2013,4,11,16,101,-16.48
-16.48,45.68,5.72,187.91,986.9,2013,4,11,17,101,-16.62
-16.62,45.59,5.95,183.38,986.13,2013,4,11,18,101,-17.43
-17.43,46.16,6.61,183.64,986.37,2013,4,11,19,101,-16.85
-16.85,42.19,6.29,181.74,986.88,2013,4,11,20,101,-16.9
-16.9,41.17,6.21,173.66,987.0,2013,4,11,21,101,-17.19
-17.19,46.17,9.57,175.52,986.8,2013,4,11,22,101,-16.97
-16.97,44.92,9.92,172.72,986.32,2013,4,12,0,102,-17.36
-17.36,48.69,10.56,172.25,986.0,2013,4,12,1,102,-17.61
-17.61,52.5,10.6,172.57,986.0,2013,4,12,2,102,-17.27
-17.27,56.86,10.15,171.85,986.0,2013,4,12,3,102,-16.96
-16.96,58.42,10.22,175.48,986.0,2013,4,12,4,102,-16.17
-16.17,57.51,8.11,176.88,986.02,2013,4,12,5,102,-15.84
-15.84,61.99,8.03,175.47,986.0,2013,4,12,7,102,-15.14
-15.14,62.55,8.25,173.28,986.33,2013,4,12,8,102,-14.72
-14.72,59.0,8.63,174.33,986.72,2013,4,12,9,102,-14.15
-14.15,59.19,8.25,167.33,986.53,2013,4,12,10,102,-13.97
-13.97,66.39,8.6,170.88,986.0,2013,4,12,11,102,-13.69
-13.69,60.62,8.86,170.93,986.0,2013,4,12,12,102,-13.59
-13.59,63.96,9.09,170.59,986.52,2013,4,12,13,102,-13.71
-13.71,63.07,9.31,170.23,987.0,2013,4,12,15,102,-13.77
-13.77,74.07,8.32,172.98,987.0,2013,4,12,16,102,-13.14
-13.14,66.56,6.79,165.48,987.15,2013,4,12,17,102,-12.87
-12.87,65.43,5.68,162.22,988.0,2013,4,12,18,102,-12.73
-12.73,67.03,5.1,170.1,988.0,2013,4,12,19,102,-12.64
-12.64,71.82,4.86,169.0,988.0,2013,4,12,20,102,-12.34
-12.34,73.06,5.56,163.71,988.0,2013,4,12,21,102,-12.42
-12.42,80.0,4.96,162.85,988.15,2013,4,12,23,102,-12.15
-12.15,79.59,5.65,158.57,988.2,2013,4,13,0,103,-12.0
-12.0,81.76,6.39,155.35,989.0,2013,4,13,1,103,-11.77
-11.77,81.27,6.08,155.42,989.08,2013,4,13,2,103,-11.78
-11.78,79.65,5.35,155.79,990.07,2013,4,13,3,103,-11.92
-11.92,81.39,4.64,157.28,990.88,2013,4,13,4,103,-12.1
-12.1,84.38,4.8,158.55,991.15,2013,4,13,6,103,-11.73
-11.73,79.17,5.68,159.25,992.0,2013,4,13,7,103,-11.84
-11.84,73.35,5.79,148.69,992.12,2013,4,13,8,103,-12.11
-12.11,80.42,5.24,144.48,993.0,2013,4,13,9,103,-12.53
-12.53,82.09,5.27,150.06,993.92,2013,4,13,10,103,-13.01
-13.01,84.66,4.54,144.97,994.53,2013,4,13,11,103,-12.98
-12.98,85.52,3.88,151.77,995.5,2013,4,13,12,103,-12.52
-12.52,85.32,5.1,157.99,996.0,2013,4,13,14,103,-12.6
-12.6,82.84,5.78,155.2,996.92,2013,4,13,15,103,-12.88
-12.88,82.85,5.72,155.96,997.78,2013,4,13,16,103,-12.96
-12.96,83.09,3.85,154.33,998.32,2013,4,13,17,103,-12.86
